system,system_variant,consistency_model,deployment_mode,benchmark_name,metric_scope,num_requests,sample_size,throughput_ops_per_sec,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_min_ms,latency_max_ms,total_computation_time_sec,cost_per_million_ops_usd,throughput_per_resource_unit,resource_cpu_avg,resource_memory_avg_mb,state_size_kb,state_placement,convergence_time_ms,error_rate,timeout_rate,failed_requests,http_2xx_count,http_4xx_count,http_5xx_count,http_other_count,cold_start_latency_worker_ms,cold_start_latency_server_ms,scale_up_time_ms,scale_down_time_ms,scaling_scope,scale_to_zero_supported,scale_to_zero_reactivation_ms,scaling_granularity,instrumented_provisioning,scaling_group_placement,key_id,key_group,keys_count,key_skew_ratio,state_units_per_function_n,concurrent_functions_per_state_unit_n,txn_abort_rate,txn_conflict_rate,txn_retry_count,txn_commit_latency_ms,stale_read_rate,read_after_write_violation_rate,source_file
gresse,gresse-native,eventual,gresse-local,bench-function,HTTP_INVOKE,50,50,159.805182908,6.223641000000001,5.547915,6.57623,22.292939,4.8989389999999995,27.23277,0.31288096600000004,,159.805182908,,,64.0,,,0.0,0.0,0,50,0,0,0,,,,,,,,,,,bench:state,,1,,,,,,,,,,/Users/adam/Dev/master-sebs/integrations/gresse/results/raw/gresse-bench-function-n50-20260428T124950Z/collected_metrics.json
